fileName;fileSize;modifiedTime;googleUrl;exactHash;sampleHash;metadataHash
IMG_1001.jpg;245112;1701000001;https://photos.google.com/photo/A1001;aaaabbbbcccc0001;1111222233330001;9999aaaabbbb0001
IMG_1002.jpg;245980;1701000102;https://photos.google.com/photo/A1002;aaaabbbbcccc0002;1111222233330002;9999aaaabbbb0002
IMG_1003.jpg;261044;1701000203;https://photos.google.com/photo/A1003;aaaabbbbcccc0003;1111222233330003;9999aaaabbbb0003
IMG_1004.jpg;244777;1701000304;https://photos.google.com/photo/A1004;aaaabbbbcccc0004;1111222233330004;9999aaaabbbb0004
IMG_1005.jpg;238450;1701000405;https://photos.google.com/photo/A1005;aaaabbbbcccc0005;1111222233330005;9999aaaabbbb0005
IMG_1006.jpg;257321;1701000506;https://photos.google.com/photo/A1006;aaaabbbbcccc0006;1111222233330006;9999aaaabbbb0006
IMG_1007.jpg;249640;1701000607;https://photos.google.com/photo/A1007;aaaabbbbcccc0007;1111222233330007;9999aaaabbbb0007
IMG_1008.jpg;252908;1701000708;https://photos.google.com/photo/A1008;aaaabbbbcccc0008;1111222233330008;9999aaaabbbb0008
IMG_1009.jpg;240303;1701000809;https://photos.google.com/photo/A1009;aaaabbbbcccc0009;1111222233330009;9999aaaabbbb0009
IMG_1010.jpg;264118;1701000910;https://photos.google.com/photo/A1010;aaaabbbbcccc0010;1111222233330010;9999aaaabbbb0010
IMG_1011_DUP_A.jpg;245112;1701001011;https://photos.google.com/photo/A1011;deadbeef00000001;4444555566660001;8888ccccdddd0001
IMG_1012_DUP_A.jpg;245112;1701001012;https://photos.google.com/photo/A1012;deadbeef00000001;4444555566660002;8888ccccdddd0002
IMG_1013.jpg;258220;1701001113;https://photos.google.com/photo/A1013;aaaabbbbcccc0013;1111222233330013;9999aaaabbbb0013
IMG_1014_DUP_B.jpg;233901;1701001214;https://photos.google.com/photo/A1014;deadbeef00000002;4444555566660003;8888ccccdddd0003
IMG_1015_DUP_B.jpg;233901;1701001215;https://photos.google.com/photo/A1015;deadbeef00000002;4444555566660004;8888ccccdddd0004
IMG_1016.jpg;247530;1701001316;https://photos.google.com/photo/A1016;aaaabbbbcccc0016;1111222233330016;9999aaaabbbb0016
IMG_1017.jpg;255441;1701001417;https://photos.google.com/photo/A1017;aaaabbbbcccc0017;1111222233330017;9999aaaabbbb0017
IMG_1018_DUP_C.jpg;269004;1701001518;https://photos.google.com/photo/A1018;deadbeef00000003;4444555566660005;8888ccccdddd0005
IMG_1019_DUP_C.jpg;269004;1701001519;https://photos.google.com/photo/A1019;deadbeef00000003;4444555566660006;8888ccccdddd0006
IMG_1020.jpg;243089;1701001620;https://photos.google.com/photo/A1020;aaaabbbbcccc0020;1111222233330020;9999aaaabbbb0020
